@relation temporalexpression

@attribute phrase string
@attribute hasDay {0,1}
@attribute hasMonth {0,1}
@attribute hasNumString {0,1}
@attribute hasRefExpr1 {0,1}
@attribute hasRefExpr2 {0,1}
@attribute hasTimeRef {0,1}
@attribute hasDatePattern {0,1}
@attribute hasTimePattern {0,1}
@attribute hasTemporalModifier {0,1}
@attribute hasMeasurementUnit {0,1}
@attribute class {NONE,DURATION,DATE,TIME,RDT,RT}

@data
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XX PM', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, TIME
'Urology', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hematuria', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a cystoscopy transurethral resection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'prostate placement', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Operating Room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'resection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the left face squamous cell cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the past X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'comparison', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'similar ventricular function', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'inferior and inferolateral hypokinesis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an assisted living', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'yesterday', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'tonic-clonic activity', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right side', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX minutes', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'XX mg Tablet Sig', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'One ( X ) Tablet PO', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'the wound care clinic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'breast cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'known brain mets', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'PE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'recent radiation therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'steroids', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'myopathy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'sterids', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her brain mets', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Breast cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'side', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X positive lymph nodes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chemotherapy and bone marrow transplant', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Tamoxifen', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'brain mets', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chemotherapy , radiation therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Decadron', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'History', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pulmonary embolism', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'only aspirin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'brain mets', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Mr. Hohlt', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hyperlipidemia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'prior myocardial infarction', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'a percutaneous transluminal coronary angioplasty', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right coronary artery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Cambridge Health Alliance', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any prior episodes', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the initial episode', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'coronary artery disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post X-vessel coronary artery bypass graft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'elective right heart catheterization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pericardiocentesis Type X diabetes mellitus', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'past alcoholism', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a half a pint', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'brandy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'coronary artery disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post myocardial infarction', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'status post stent proximal and mid-RCA lesion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'OM lesion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a Myoview', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'inferior wall defect', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no evidence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ischemia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the operating room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'coronary artery bypass graft times', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the floor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'physical therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'good condition', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Ellis', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'four weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a family meeting', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'code', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'comfort measures', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a half pack', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'eight years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'an elective coronary artery bypass graft', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post uterine artery embolization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'fibroids', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'vaginal discharge', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bacterial vaginosis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a prescription', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Flagyl', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'one week', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'stable vital signs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a level', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'physical therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'home', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'today', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'Dr. von Diamond', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'an hour', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'approximately three weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'five months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'brain mets', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'chemotherapy , radiation therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Decadron', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'saline washes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Adaptic dressing changes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'His throat pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ibuprofen', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Percocet one', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'an outside hospital emergency room day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'IV penicillin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'home', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the CMED CSRU', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'decrease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'serial exams', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'transfer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the floor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'over XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'IV Unasyn', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'oral regimen', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Augmentin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an outpatient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her symptoms', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'intensity and frequency', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'every', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'dyspnea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'daily', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RT
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Chronic lung disease', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'normal pulmonary function tests', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'DLCO', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a normal CT angiogram', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two more days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Levaquin therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an outpatient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'home', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'followup', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-year-old', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Wilson', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'a repeat head CT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Hearing screens', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'both ears', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'symptoms', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'congestive heart failure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the next XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, DURATION
'discussion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'cesarean section', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the decompensation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'primary low transverse cesarean section', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'her primary cardiologist', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Shaugnessy-Kaplan Rehab Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Left breast status', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radical mastectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'adjuvant Tamoxifen', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'five years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Self', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Arimedex', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'last month', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'fatigue and dyspnea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'exertion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Charles', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Cocaine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ETOH', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'IV Heroin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'his son', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any relapses', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX yo right', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'seizure history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'/ p craniotomies', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'oligodendroglioma Came', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'neurosurgery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'clear fluid', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his incision', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'frontal headache', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'imbalance', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'things', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his left leg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'tremors', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr Fisher', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the general surgeon', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'the brain tumor clinic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'stitch removal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Per daughter', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pt', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her USOH', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a superficial ulcerations', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her foot', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'erythema', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Brian', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'smoking and drinking', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Daniel', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'symptom onset', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'head CT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no evidence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bleed', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'wife', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'there', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'some concern', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'symptoms', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'TPA', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Anticoagulation therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'heparin and coumadin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the evening', 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, RDT
'afternoon', 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, RDT
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'discharge pt', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'rehab', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ps', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'settings', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pigtail catheter', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'today', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'monitoring', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Baby Girl Kathryn Frazier', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'triplet III', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the newborn intensive care unit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'management', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'prematurity', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'You', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Worden', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'him', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX days', 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, DURATION
'Dr. Halcomb', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'six weeks time', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'VNA', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'INRs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the results', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his PCP or cardiologist', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Coumadin adjustment', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an XX year old female', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'prior history', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'non-hodgkins lymphoma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'/ p Cytoxan', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'recurrence', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'an appointment', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Murray', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'X weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Lopressor XX mg p.o.', 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, NONE
'twice a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'good control', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a heart rate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXs', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'follow-up', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Holloway', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'four weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'the next two days', 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'settings', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The ceftriaxone', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'the hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Levaquin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX yom', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'PMH', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'HTN', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hyperchol', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'OSH X day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
